,listing,location,price,bedroom_num,bathroom_num,floor_area,land_size,longitude,latitude
2452,For Sale 20 sqm Combined Studio at Shine Residences in Pasig City,"Ugong, Pasig","3,303,000",1,1,20,,121.0652871,14.582152
2453,"RFO For Sale, 2 Bedroom with Balcony in Pasig City, Rent To Own only 5% DP","San Joaquin, Pasig","5,200,000",2,1,42,,121.0774,14.55275
2454,"115 sqm Unit for Sale Mayan Residences, Pasig","Oranbo, Pasig","20,056,000",3,2,115,,121.064324,14.575822
2455,"2BR Lumiere Shaw FOR SALE at Mandaluyong, Metro Manila","Bagong Ilog, Pasig","8,000,000",2,2,56,,121.0669073,14.5697429
2456,"For Sale Studio Unit - The Grove by Rockwell, Pasig","Ugong, Pasig","4,600,000",1,1,23,,121.072573,14.582943
2457,Studio Unit Condominium in The Pearl Place for sale,"San Antonio, Pasig",,1,1,23,,121.061458,14.582707
2458,For Sale Condominium Lumiere Residences – Pasig City,"Bagong Ilog, Pasig","10,000,000",3,,85,,121.0669073,14.5697429
2459,"For Sale: 1BR Condo Unit with Balcony in The Grove by Rockwell, Pasig","Ugong, Pasig","9,975,000",1,1,46,,121.0799823,14.5862617
2460,3 bedroom penthouse rfo for sale in kasara urban resort residences pasig,"Ugong, Pasig","20,512,965",3,3,129,,121.072573,14.582943
2461,"RFO condo in Ugong, Pasig, Studio 10k monthly only 5% down payment Big discount","Ugong, Pasig","3,290,484",1,1,23,,121.072573,14.582943
2462,"Good Buy!! 1BR Condominium For Sale at Sapphire Bloc West Tower, Ortigas Pasig","Ortigas CBD, Pasig","7,290,000",1,1,32,,121.059675,14.583771
2463,luxurious 1bedroom rent to own in kasara urban resort risedences pasig city,"Ugong, Pasig","5,012,376",1,1,31,,121.072573,14.582943
2464,Studio Unit Condominium for sale in Pasig City,"Ortigas Avenue, Pasig","5,800,000",1,1,32,,121.081755,14.590053
2465,"M-R-3-1346- Acquired Property for Sale in Unit 2520, GF, Building 2 (Sumatra), Bali O...","Santolan, Pasig","3,072,000",1,,38,,121.087967,14.613073
2466,"M-R-3-1345- Acquired Property for Sale in Unit 522, 5/F, Building L, One Oasis Ortiga...","Rosario, Pasig","2,389,600",1,,29,,121.089097,14.588464
2467,Condo For Sale 2 BR Ready For Occupancy Unit nr SM Megamall In Bagong Ilog Pasig,"Bagong Ilog, Pasig","7,700,000",2,1,56,,121.06934,14.565391
2468,1 Bedroom 31.36 sqm w/balcony RFO Rent To Own near Eastwood City,"Ugong, Pasig",,1,1,31,,121.072573,14.582943
2469,"RFO Prime 1BR Condominium in Ortigas, Pasig City","Oranbo, Pasig","11,000,000",1,1,56,,121.064324,14.575822
2470,1 Bedroom with Balcony Amaia Steps Pasig,"San Miguel, Pasig",,1,1,33,,121.092265,14.567197
2471,"One Bedroom 1BR Condo Unit for Sale in Topaz Rd, Ortigas Center, Pasig City","Ortigas CBD, Pasig","6,000,000",1,1,40,,121.0584206,14.5884448
2472,3 Bedroom Condominium for sale at One Oasis Ortigas,"Santa Lucia, Pasig",,3,1,65,,121.093682,14.5896939
2473,"Kasara Urban Resort Residences RFO 1BR Unit for Sale, Pasig City","Ugong, Pasig",,1,1,44,,121.0787,14.58264
2474,"Phoenix Heights 5 Bedroom Penthouse Condo for Sale in Bagong Ilog, Pasig City","Ugong, Pasig","35,000,000",5,4,550,,121.0692646,14.57193865
2475,"For Sale RFO 2BR Condo in Ortigas As Low As 43k DP, Pagibig Financing Ready","Rosario, Pasig",,2,1,30,,121.1018404,14.59268332
2476,"FOR SALE: Php 33M The Royalton at Capitol Commons, Pasig  City","Oranbo, Pasig","33,000,000",2,2,116,,121.0648307,14.5759872
2477,"For Sale Residential Condominium in The Vantage Kapitolyo, Pasig City","Kapitolyo, Pasig","16,500,000",3,2,89,,121.0599,14.57284
2478,For Sale: Sonata Private Residences 1-Bedroom Condo Ortigas Center Mandaluyong,"Ortigas CBD, Pasig","11,500,000",1,1,36,,121.0585,14.58119
2479,"M-R-3-874 - Acquired Property for Sale in Unit 115, Upper Ground Floor, Samaya Buildi...","San Miguel, Pasig","5,117,500",1,,63,,121.092265,14.567197
2480,"For Sale 1 Bedroom Unit in the Heart of Ortigas CBD in San Antonio, Pasig","San Antonio, Pasig","9,800,000",1,1,29,,121.0625246,14.5844511
2481,"3 Bedroom Condo Unit For Sale at The Sandstone at Portico, Ortigas, Pasig City","Oranbo, Pasig","30,000,000",3,2,122,,121.064324,14.575822
2482,"For Sale Rush Assume Balance Kasara Urban Resort Residences, Pasig city","Ugong, Pasig",,1,1,24,,121.072573,14.582943
2483,"For Sale Condo Unit in Tektite Tower West, San Antonio, Pasig City","San Antonio, Pasig","13,440,000",1,1,112,,121.061458,14.582707
2484,"Resale 2BR Unit - Brixton Place - DMCI Homes, Kapitolyo Pasig","Kapitolyo, Pasig","6,800,000",2,,54,,121.060157,14.569208
2485,The Royalton 1BR Unit with Balcony for Sale at Capital Commons Pasig - DS881514,"Oranbo, Pasig","18,000,000",1,1,65,,121.0648307,14.5759872
2486,"For Sale Residential Condominium at Bali Oasis (Bogor Bldg), Pasig","Santolan, Pasig","4,500,000",2,1,39,,121.0884029,14.62117927
2487,2-Bedroom Condo unit with Balcony,"San Miguel, Pasig",,2,1,42,,121.092265,14.567197
2488,Grove Rockwell 2 bedroom for Sale – High floor!,"Ugong, Pasig","10,750,000",2,2,60,,121.0799823,14.5862617
2489,"Fire Sale!!! 1BR Condominium For Sale in Lumiere Residences, Pasig City","Bagong Ilog, Pasig","3,250,000",1,1,28,,121.0669073,14.5697429
2490,"For Sale Residential Condominium The Pearl Place Pearl Drive, Pasig","San Antonio, Pasig","8,000,000",1,1,33,,121.060418,14.57939473
2491,"2BR RFO Condo Resort type 25K monthly 5% DP fast move in, San Joaquin Pasig","San Joaquin, Pasig","4,022,124",2,1,38,,121.0774,14.55275
2492,Phoenix Heights Condominium 5BR Luxury Penthouse Condo for Sale in Pasig,"Bagong Ilog, Pasig","35,000,000",5,4,550,,121.0692646,14.57193865
2493,Velaris Residences 1 Bedroom 1BR Condo For Sale in Quezon City-DS882278,"Rosario, Pasig","13,328,000",1,1,52,,121.0840579,14.59340066
2494,"MSG-25-0204: Foreclosed Residential Condominium for Sale at Pasig, Metro Manila","Rosario, Pasig","4,870,800",,,82,,121.089097,14.588464
2495,The Travertine 2 bedroom 90sqm Unit for Sale at Portico Pasig City,"Oranbo, Pasig","21,000,000",2,2,90,,121.0661982,14.5747428
2496,affordable 3br 58sqm w/bal 25k ma rent to own condo in pasig near bgc.,"San Joaquin, Pasig",,3,2,58,,121.0774,14.55275
2497,"For Sale Residential 3 Bedroom Condominium in The Vantage Kapitolyo, Pasig","Kapitolyo, Pasig","16,500,000",3,2,89,,121.0599,14.57284
2498,"For Sale: 2 Bedroom Royalton Located in Capitol Commons, Ortigas CBD","Ortigas CBD, Pasig","22,000,000",2,2,110,,121.059675,14.583771
2499,"MSG-21-0142: Foreclosed Condominium Unit for Sale in Bagong Ilog, Pasig","Bagong Ilog, Pasig","6,100,000",1,,47,,121.06934,14.565391
2500,"MSG-08-0142: Foreclosed Residential  - Condominium Units for Sale at Pasig, Metro Man...","San Miguel, Pasig","5,117,500",,,62,,121.092265,14.567197
2501,"MSG-08-0304: Foreclosed Commercial - Condominium Units for Sale at Pasig, Metro Manil...","San Antonio, Pasig","33,211,200",,,301,,121.061458,14.582707
2502,"MSG-08-1088: Foreclosed Residential - Condominium Units for Sale at Pasig, Metro Mani...","Manggahan, Pasig","2,182,700",1,1,33,,121.092648,14.60868451
2503,"For Sale Residential Condo, The Pearl Place Tower A, Ortigas Center, Pasig City","San Antonio, Pasig","6,500,000",1,2,56,,121.060418,14.57939473
2504,"3BR Unit for sale at THE VANTAGE at Kapitolyo, Pasig, Metro Manila","Kapitolyo, Pasig","25,000,000",3,2,89,,121.0599,14.57284
2505,Kasara Urban Resort Residences Two Bedroom 2BR Condo Unit for Sale in Pasig City,"Ugong, Pasig","9,500,000",2,2,58,,121.0787,14.58264
2506,"M-R-3-1344 - Acquired Property for Sale in Unit 16J, 16/F, The Exchange Regency Condo...","Oranbo, Pasig","3,185,000",1,,24,,121.064324,14.575822
2507,2 bedroom condo unit with parking for sale Pasig City DMCI Homes,"Bagong Ilog, Pasig","6,200,000",2,1,56,,121.0669073,14.5697429
2508,"CAO - For Sale: Studio Unit in The Grove by Rockwell, Ugong, Pasig City","Ugong, Pasig","5,700,000",1,1,34,,121.0799823,14.5862617
2509,15% off on 2Bedroom Unit at Acacia Escalades Pasig for Sale,"Manggahan, Pasig","5,000,000",2,1,54,,121.093698,14.601887
2510,"The Sapphire Block - South Tower 1, Pasig City Bedroom Unit for Sale","Ortigas CBD, Pasig",,1,1,32,,121.059675,14.583771
2511,"The Grand Midori Ortigas , One Bedroom","Ortigas CBD, Pasig","10,600,000",1,1,48,,121.061638,14.583331
2512,"For Sale: 2 Bedroom Condominium Unit in The Grove By Rockwell, Pasig","Ugong, Pasig","13,000,000",2,2,83,,121.0799823,14.5862617
2513,"1 Bedroom Condo Unit For Sale at The Sandstone at Portico, Ortigas, Pasig City","Oranbo, Pasig","15,000,000",1,1,58,,121.064324,14.575822
2514,2 bedroom Condo for sale in Pasig City,Pasig,"12,000,000",2,2,122,,121.0775612,14.5739038
2515,"Elements Residences Nerou Resale, Assume Balance Condo, 48 sqm 2 berdrooms","Kapitolyo, Pasig",,2,1,48,,121.0638301,14.57256319
2516,For sale 1 bedroom 27.5sqm ready for occupancy near sm megamall,"Bagong Ilog, Pasig","5,000,000",1,1,27,,121.06934,14.565391
2517,1 bedroom for sale in Lumiere Residences Pasig Near Ortigas,"Bagong Ilog, Pasig","3,700,000",1,1,27,,121.06934,14.565391
2518,"For Sale 2BR Unit Ready for Tandem at Mayfield Park Residences, Rosario, Pasig","Rosario, Pasig","3,937,000",2,1,42,,121.107667,14.59287
2519,2 bedroom Ortigas Capitol Commons Maven For Sale,"Oranbo, Pasig","16,500,000",2,2,69,,121.064324,14.575822
2520,"Studio Condo for Sale in One Shangri-La Place, Ortigas Center, Mandaluyong - RS446738...","Ortigas CBD, Pasig","8,500,000",1,1,38,,121.059675,14.583771
2521,for sale: 1br loft type in the grove by rockwell,"Ugong, Pasig","10,500,000",1,1,66,,121.0799823,14.5862617
2522,fully furnished condo in iloilo city near megaworld,"Dela Paz, Pasig","2,700,000",1,1,25,,121.0947,14.61745
