Intercept,bedroom_num,floor_area,bathroom_num,city_mandal,city_manila,city_pasig,city_quezon,city_san_ju,city_taguig,VAR1,listing,location,price,type,city
1,2,119,2,0,0,0,0,0,0,2421,"2-br corner furnished located at the residences at greenbelt, makati","legazpi village, makati",29000000,condominium,makati
1,2,97,2,0,0,0,0,0,0,2422,2 bedroom corner unit for sale in one legazpi park,"legazpi village, makati",25500000,condominium,makati
1,3,263,3,0,0,0,0,0,0,2423,"for sale: 3 bedroom 23rd floor tower a, ritz tower, makati","rockwell, makati",55000000,condominium,makati
1,2,137,2,0,0,0,0,0,0,2424,"luxury 2 bedroom unit for sale at garden towers tower 2, ayala center, makati","san lorenzo, makati",40000000,condominium,makati
1,1,25,1,0,0,0,0,0,0,2425,for sale - studio unit at paseo de roces makati,"chino roces, makati",4800000,condominium,makati
1,1,29,1,0,0,0,0,0,0,2426,100 west makati tower 1 bedroom residential condo unit for sale,"pio del pilar, makati",4893100,condominium,makati
1,3,207,3,0,0,0,0,0,0,2427,"condo for sale 3br with 2 parking, garden towers tower 2, ayala center in makati","san lorenzo, makati",68000000,condominium,makati
1,1,45,1,0,0,0,0,0,0,2428,"1br condo unit for sale in brio tower, guadalupe viejo, makati city","guadalupe viejo, makati",6556000,condominium,makati
1,2,95,2,0,0,0,0,0,0,2429,new pre-selling 2 bedroom condominium unit located in circuit makati city,"carmona, makati",26000000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2430,30k monthly 2br condo in makati rent to own | 600k dp move in brand new 38sqm,"chino roces, makati",6000000,condominium,makati
1,3,77,2,0,0,0,0,0,0,2431,3br condominium for sale in san lorenzo place makati,"bangkal, makati",13000000,condominium,makati
1,1,21,1,0,0,0,0,0,0,2432,for sale: studio unit at the beacon makati,"san lorenzo, makati",4104289,condominium,makati
1,1,26,1,0,0,0,0,0,0,2433,1 bedroom at smdc air residences makati ayala makati,"san antonio, makati",6370000,condominium,makati
1,3,139,3,0,0,0,0,0,0,2434,for sale: 3 bedroom shang salcedo place makati,"salcedo village, makati",48000000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2435,san lorenzo place  2 bedroom rent to own in makati city,"san lorenzo, makati",6684446,condominium,makati
1,1,31,1,0,0,0,0,0,0,2436,"fire sale studio condominium unit at lerato tower 3, makati city","bel-air, makati",6500000,condominium,makati
1,2,120,2,0,0,0,0,0,0,2437,"for sale: 32d tower 1, alphaland makati place","bel-air, makati",35000000,condominium,makati
1,1,69,2,0,0,0,0,0,0,2438,prime one bedroom unit at garden towers ayala center makati city,"san lorenzo, makati",21000000,condominium,makati
1,1,45,1,0,0,0,0,0,0,2439,"1-bedroom condo unit for sale in brio tower, guadalupe viejo, makati city","guadalupe viejo, makati",6552000,condominium,makati
1,1,37,1,0,0,0,0,0,0,2440,for sale 1 br condo in makati,"bel-air, makati",7469760,condominium,makati
1,1,26,1,0,0,0,0,0,0,2441,rfo furnished-1 bedroom with balcony condo for sale in makati,"san antonio, makati",6393000,condominium,makati
1,1,24,1,0,0,0,0,0,0,2442,rfo 1 bedroom condo with balcony condo for sale in makati city,"san antonio, makati",6558000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2443,for sale rent to own rfo 2 bedroom condominium unit in san lorenzo place makati,"chino roces, makati",6684048,condominium,makati
1,2,399,2,0,0,0,0,0,0,2444,"condominium sale: discovery primea, makati","ayala avenue, makati",165000000,condominium,makati
1,1,30,1,0,0,0,0,0,0,2445,studio condominium unit for sale in the lerato at makati city,"bel-air, makati",6700000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2446,2 bedroom ready for occupancy condo in makati,"san lorenzo, makati",6684048,condominium,makati
1,3,77,2,0,0,0,0,0,0,2447,"for sale 3 br combined unit 77sqm rfo condominium in san lorenzo, makati","san lorenzo, makati",13542592,condominium,makati
1,1,23,1,0,0,0,0,0,0,2448,"studio unit at avida san lorenzo, makati for sale","san lorenzo, makati",4000000,condominium,makati
1,2,77,2,0,0,0,0,0,0,2449,2 bedroom rfo condo for sale in avida towers asten makati,"san antonio, makati",14219700,condominium,makati
1,1,42,1,0,0,0,0,0,0,2450,fully furnished studio unit for sale with parking in makati,"legazpi village, makati",9000000,condominium,makati
1,1,36,1,0,0,0,0,0,0,2451,for sale: 1 br condo unit in salcedo square makati city,"bel-air, makati",8500000,condominium,makati
1,1,37,1,0,0,0,0,0,0,2452,"for sale bgc signa designer residences studio in bel-air, makati","bel-air, makati",7469760,condominium,makati
1,3,207,3,0,0,0,0,0,0,2453,"3-bedroom | 2-parking |tower 2, garden towers, ayala center, makati","san lorenzo, makati",70000000,condominium,makati
1,1,23,1,0,0,0,0,0,0,2454,studio unit for sale in avida towers asten early movein promo san antonio makati,"san antonio, makati",5581180,condominium,makati
1,1,23,1,0,0,0,0,0,0,2455,rent to own studio unit in avida towers asten in makati,"san antonio, makati",5715270,condominium,makati
1,2,44,2,0,0,0,0,0,0,2456,"rent to own condo 2br with 2 t&b at san lorenzo place in san lorenzo, makati","san lorenzo, makati",7731024,condominium,makati
1,2,48,2,0,0,0,0,0,0,2457,for sale 48sqm 2 bedroom unit near in moa and pasay taft in magallanes makati,"san lorenzo, makati",8429008,condominium,makati
1,2,44,2,0,0,0,0,0,0,2458,"for sale promo rent to own condo 2br with 2t&b at san lorenzo place, makati","magallanes, makati",7000000,condominium,makati
1,3,308,3,0,0,0,0,0,0,2459,"for sale: 49th floor the kirov, proscenium, rockwell, makati city","rockwell, makati",120000000,condominium,makati
1,1,23,1,0,0,0,0,0,0,2460,avida towers makati southpoint studio condo for sale,"bangkal, makati",8000000,condominium,makati
1,1,36,1,0,0,0,0,0,0,2461,studio unit with parking in salcedo village makati,"salcedo village, makati",9500000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2462,for sale 2 bedroom rent to own condo in makati san lorenzo place,"san lorenzo, makati",6668243,condominium,makati
1,1,26,1,0,0,0,0,0,0,2463,1 bedroom ready for occupancy condo in makati  san lorenzo place - the four-towe,"magallanes, makati",4500000,condominium,makati
1,2,137,2,0,0,0,0,0,0,2464,garden towers luxury  two bedroom unit condo in ayala center makati,"san lorenzo, makati",40000000,condominium,makati
1,1,37,1,0,0,0,0,0,0,2465,for sale studio unit in salcedo village makati-ready for occupancy,"bel-air, makati",7469760,condominium,makati
1,1,39,1,0,0,0,0,0,0,2466,"1 bedroom condo unit for sale in the serenity tower, makati","poblacion, makati",5720000,condominium,makati
1,1,56,1,0,0,0,0,0,0,2467,"one central makati 1 bedroom for sale sen. gil. j. puyat avenue, makati city","bel-air, makati",13500000,condominium,makati
1,1,36,1,0,0,0,0,0,0,2469,36 sqm studio unit with parking for sale in salcedo village makati city,"bel-air, makati",9500000,condominium,makati
1,1,36,1,0,0,0,0,0,0,2470,studio unit with parking for sale in salcedo village makati city,"bel-air, makati",9500000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2471,san lorenzo place 2 bedroom ready for occupancy condo in makati,"magallanes, makati",6000000,condominium,makati
1,4,330,4,0,0,0,0,0,0,2472,4 bedroom penthouse milano century city,"poblacion, makati",85000000,condominium,makati
1,2,399,3,0,0,0,0,0,0,2473,"luxury 2 bedroom condo with views galore for sale at discovery primea, makati!","ayala avenue, makati",165000000,condominium,makati
1,1,36,1,0,0,0,0,0,0,2474,for sale studio unit with parking in salcedo village makati city,"bel-air, makati",9500000,condominium,makati
1,1,36,1,0,0,0,0,0,0,2475,"for sale: studio with parking in salcedo skysuites, makati","salcedo village, makati",9500000,condominium,makati
1,2,100,2,0,0,0,0,0,0,2476,grand soho makati 2 bedroom loft condominium for sale,"bel-air, makati",19000000,condominium,makati
1,1,39,1,0,0,0,0,0,0,2477,fs: 1 bedroom condominium unit at avida asten tower 2 in makati city.,"san antonio, makati",8500000,condominium,makati
1,1,31,1,0,0,0,0,0,0,2478,"for sale: studio unit in edades tower and garden villas rockwell, makati city","rockwell, makati",12000000,condominium,makati
1,1,45,1,0,0,0,0,0,0,2479,"rare find! gramercy residences 52nd floor 1-bedroom for sale, makati","poblacion, makati",8000000,condominium,makati
1,3,120,3,0,0,0,0,0,0,2480,"3 bedroom penthouse unit for sale in a.venue residences, makati city","poblacion, makati",26000000,condominium,makati
1,1,65,1,0,0,0,0,0,0,2481,for sale 1 bedroom condo unit in astela (newest tower in makati) by ayalaland,"carmona, makati",18000000,condominium,makati
1,1,73,1,0,0,0,0,0,0,2482,"fully furnished 1 bedroom unit for sale at joya north, makati city","poblacion, makati",18500000,condominium,makati
1,2,103,2,0,0,0,0,0,0,2483,"edades garden villa, rockwell 2-bedroom condominium for sale","bel-air, makati",31000000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2485,for sale 2 bedroom unit in magallanes makati along edsa,"magallanes, makati",6600000,condominium,makati
1,1,66,1,0,0,0,0,0,0,2486,"manansala, rockwell 1br for sale in makati","rockwell, makati",15500000,condominium,makati
1,3,207,3,0,0,0,0,0,0,2487,"for sale 3 bedroom condo unit in garden towers tower 2, ayala center makati city","san lorenzo, makati",68000000,condominium,makati
1,1,28,1,0,0,0,0,0,0,2488,"rfo 1-bedroom condo unit for sale in brio tower, makati city, metro manila","guadalupe viejo, makati",6006000,condominium,makati
1,1,26,1,0,0,0,0,0,0,2489,1 bedroom with balcony amenity view for sale,"san antonio, makati",7972680,condominium,makati
1,1,37,1,0,0,0,0,0,0,2490,condominium for sale  mietwohnung in makati zu besitzen - bezugsfertig,"bel-air, makati",7469760,condominium,makati
1,1,31,1,0,0,0,0,0,0,2491,"for sale: studio unit at the columns legaspi village tower 1, makati city","san lorenzo, makati",7500000,condominium,makati
1,1,29,1,0,0,0,0,0,0,2492,"studio unit for sale at antel spa residences, makati city","poblacion, makati",3500000,condominium,makati
1,2,106,3,0,0,0,0,0,0,2493,for sale: one rockwell west 2 bedroom unit,"rockwell, makati",30000000,condominium,makati
1,2,131,3,0,0,0,0,0,0,2494,"hidalgo place, rockwell center 2br for sale","rockwell, makati",36000000,condominium,makati
1,1,46,1,0,0,0,0,0,0,2495,for sale 1 bedroom condominium in joya south rockwell makati,"rockwell, makati",13600000,condominium,makati
1,1,50,1,0,0,0,0,0,0,2496,"for sale:  1-br condo unit, escala salcedo condominium, makati city","salcedo village, makati",15500000,condominium,makati
1,1,30,1,0,0,0,0,0,0,2497,"for sale : studio unit w/ parking at the columns legaspi village, makati city.","san lorenzo, makati",6300000,condominium,makati
1,2,38,1,0,0,0,0,0,0,2498,30k monthly 2 bedroom unit in san lorenzo place rent to own condo in makati rfo,"san lorenzo, makati",6000000,condominium,makati
1,1,39,1,0,0,0,0,0,0,2499,"eureka suites 1-bedroom condominium unit for sale located in tejeros, makati","tejeros, makati",4000000,condominium,makati
1,3,207,3,0,0,0,0,0,0,2500,"for sale:  207 sqm, 3 bedroom unit at garden towers, makati city","san lorenzo, makati",68500000,condominium,makati
1,3,304,3,0,0,0,0,0,0,2501,"condominium for sale: 3–br, two roxas triangle in makati (p105m)","urdaneta, makati",105000000,condominium,makati
1,1,33,1,0,0,0,0,0,0,2502,"studio unit for sale at the lincoln proscenium, rockwell, makati","poblacion, makati",13500000,condominium,makati
1,2,98,3,0,0,0,0,0,0,2503,"2 bedroom condo for sale proscenium located in rockwell, makati city","rockwell, makati",38500000,condominium,makati
1,1,35,1,0,0,0,0,0,0,2504,"shang salcedo place studio unit for sale, makati city","salcedo village, makati",9500000,condominium,makati
1,1,26,1,0,0,0,0,0,0,2505,(ds020) unfurnished one-bedroom unit for sale at air residences in makati city,"san antonio, makati",5500000,condominium,makati
1,3,233,3,0,0,0,0,0,0,2506,"condominium for sale raffles residences, pasay road, makati city","san lorenzo, makati",73000000,condominium,makati
1,3,164,3,0,0,0,0,0,0,2507,"edades tower 3 bedroom condominium for sale in poblacion, makati","rockwell, makati",59000000,condominium,makati
1,2,91,2,0,0,0,0,0,0,2509,2 bedroom unit for sale in joya loft and towers rockwell makati,"rockwell, makati",27000000,condominium,makati
1,2,104,2,0,0,0,0,0,0,2510,"for sale 2 bedroom condo in shang salcedo place, makati city","salcedo village, makati",28000000,condominium,makati
1,1,31,1,0,0,0,0,0,0,2511,for sale 1 bedroom condo unit in makati dela rosa facing manila bay,"pio del pilar, makati",3500000,condominium,makati
1,2,165,2,0,0,0,0,0,0,2513,"parc regent makati semi furnished 2 bedroom for sale, 165sqm with balcony","salcedo village, makati",25000000,condominium,makati
1,2,62,1,0,0,0,0,0,0,2514,"cityland 8 | 2 bedroom unit for sale in pio del pilar, makati","sen. gil puyat avenue, ma",4200000,condominium,makati
1,1,66,1,0,0,0,0,0,0,2515,"condominium joya north 1br for sale in rockwell, makati","rockwell, makati",17000000,condominium,makati
1,3,247,3,0,0,0,0,0,0,2516,3 bedroom condo for sale in luna gardens rockwell center makati city,"rockwell, makati",65000000,condominium,makati
1,1,26,1,0,0,0,0,0,0,2517,"stunning studio condominium unit for sale at gramercy residences, makati","poblacion, makati",6500000,condominium,makati
1,4,425,4,0,0,0,0,0,0,2518,"penthouse rockwell luna gardens for sale in rockwell, makati","rockwell, makati",150000000,condominium,makati
1,1,66,1,0,0,0,0,0,0,2519,"for sale!  1 bedroom unit at the manansala tower in rockwell center, makati city","poblacion, makati",18000000,condominium,makati
1,3,129,3,0,0,0,0,0,0,2521,"for sale new makati 3br condo facing park at escala salcedo, makati","salcedo village, makati",38000000,condominium,makati
1,2,132,2,0,0,0,0,0,0,2522,"rush sale - one rockwell 2 bedroom bi-level unit in rockwell, makati","rockwell, makati",32000000,condominium,makati
1,3,110,2,0,0,0,0,0,0,2523,for sale 3 bedroom unit at kroma tower (ayala land) makati city,"san lorenzo, makati",23000000,condominium,makati
1,1,60,1,0,0,0,0,0,0,2524,"1-bedroom condo unit for sale at escala salcedo in salcedo village, makati city","salcedo village, makati",15000000,condominium,makati
1,1,80,2,0,0,0,0,0,0,2525,"shang grand tower 1-bedroom for sale in legazpi village, makati city","legazpi village, makati",19500000,condominium,makati
1,2,135,3,0,0,0,0,0,0,2526,"2 bedroom for sale at amorsolo tower in rockwell, makati city","rockwell, makati",40000000,condominium,makati
1,2,99,3,0,0,0,0,0,0,2527,edades tower fully furnished  2br condominium unit for sale in makati city,"rockwell, makati",31000000,condominium,makati
1,2,106,2,0,0,0,0,0,0,2528,"one rockwell west 2br loft type condo for sale in rockwell, makati","rockwell, makati",26500000,condominium,makati
1,1,31,1,0,0,0,0,0,0,2529,for sale studio unit with parking in makati,"valenzuela, makati",4000000,condominium,makati
1,1,86,2,0,0,0,0,0,0,2530,rare find! 86 sqm 1-br upstyled corner loft in gramercy residences for sale,"poblacion, makati",16800000,condominium,makati
1,1,26,1,0,0,0,0,0,0,2531,ready to move in condo in makati,"san antonio, makati",7500000,condominium,makati
1,3,132,3,0,0,0,0,0,0,2532,"for sale:  milano residences 3 bedroom condominium : makati : p27,720,000","poblacion, makati",27720000,condominium,makati
1,3,224,3,0,0,0,0,0,0,2533,"proscenium kirov tower, rockwell center, 3 bedroom for sale in rockwell, makati","rockwell, makati",76000000,condominium,makati
1,1,31,1,0,0,0,0,0,0,2534,"1 bedroom condominium unit for sale in cityland 8, makati city","sen. gil puyat avenue, ma",2600000,condominium,makati
1,2,85,2,0,0,0,0,0,0,2535,2 bedroom unit in lerato tower 3 for sale,"bel-air, makati",17500000,condominium,makati
1,1,63,1,0,0,0,0,0,0,2536,for sale: 1 bedroom at alphaland makati place,"bel-air, makati",16500000,condominium,makati
1,2,67,2,0,0,0,0,0,0,2537,"the columns legazpi village, makati 2 bedroom condo unit for sale","legazpi village, makati",14000000,condominium,makati
1,1,24,1,0,0,0,0,0,0,2538,resale 1br condo unit for sale in brio tower makati near rockwell save 1.75m,"guadalupe viejo, makati",5000000,condominium,makati
1,3,180,2,0,0,0,0,0,0,2539,"for sale 3 bedroom condominium unit in salcedo village, makati","salcedo village, makati",32000000,condominium,makati
1,1,22,1,0,0,0,0,0,0,2540,"22 sqm avida towers asten studio for sale in san antonio, makati city","san antonio, makati",4300000,condominium,makati
1,1,22,1,0,0,0,0,0,0,2541,"avida asten tower, makati city| studio condominium unit for sale","san antonio, makati",4500000,condominium,makati
1,2,132,2,0,0,0,0,0,0,2542,"2 bedroom condo for sale at the shang grand tower, makati city","san lorenzo, makati",35000000,condominium,makati
1,2,61,1,0,0,0,0,0,0,2543,2 bedroom condominium fully furnished  in grand midori tower 2 makati,"legazpi village, makati",13000000,condominium,makati
1,2,67,2,0,0,0,0,0,0,2544,bsa suites penthouse condominium unit for sale in makati city,"legazpi village, makati",12000000,condominium,makati
1,3,96,2,0,0,0,0,0,0,2545,"for sale 3 bedroom at the knightsbridge residences at century city, makati city","poblacion, makati",17566712,condominium,makati
1,1,26,1,0,0,0,0,0,0,2546,"for sale: studio condominium unit at avida makati west, tower 2","san antonio, makati",3565000,condominium,makati
1,1,22,1,0,0,0,0,0,0,2547,"1-bedroom unit with parking slot for sale in kl tower, makati city","legazpi village, makati",5300000,condominium,makati
1,1,27,1,0,0,0,0,0,0,2548,rush sale 1 bedroom condo unit at san lorenzo place in makati city,"magallanes, makati",4500000,condominium,makati
1,2,48,2,0,0,0,0,0,0,2549,"for sale 2 bedrooms condominium located in san lorenzo, makati","san lorenzo, makati",8400000,condominium,makati
1,1,67,1,0,0,0,0,0,0,2550,for sale! 1-bedroom unit with parking at edades tower & garden villas in makati,"rockwell, makati",17500000,condominium,makati
1,2,31,1,0,0,0,0,0,0,2551,for sale: 2 bedroom condominium unit at jazz residences makati,"bel-air, makati",3946000,condominium,makati
1,2,64,2,0,0,0,0,0,0,2552,"cityland 8 | 2 bedroom for sale in sen. gil puyat avenue, makati","sen. gil puyat avenue, ma",5200000,condominium,makati
1,2,104,2,0,0,0,0,0,0,2553,gramercy residences 2 bedroom penthouse condominium for sale in makati,"poblacion, makati",25000000,condominium,makati
1,3,207,3,0,0,0,0,0,0,2554,luxury 3br condo for sale in garden tower 2 makati city philippines,"salcedo village, makati",70000000,condominium,makati
1,2,104,2,0,0,0,0,0,0,2555,"for sale 2 bedroom penthouse in gramercy residences, makati city","poblacion, makati",22230000,condominium,makati
1,1,48,1,0,0,0,0,0,0,2556,1 bedroom condo corner unit for sale with balcony,"san antonio, makati",8000000,condominium,makati
1,1,30,1,0,0,0,0,0,0,2557,"studio unit for sale at the gramercy residences in poblacion, makati","poblacion, makati",5800000,condominium,makati
1,1,24,1,0,0,0,0,0,0,2558,"fully furnished studio unit for sale at avida towers asten 2 san antonio, makati","san antonio, makati",4200000,condominium,makati
1,2,126,2,0,0,0,0,0,0,2559,"fully furnished 2 bedroom condo unit for sale at easton place, makati","salcedo village, makati",23000000,condominium,makati
1,1,22,1,0,0,0,0,0,0,2562,studio condo unit for sale in avida tower asten makati,"san antonio, makati",3800000,condominium,makati
1,2,119,2,0,0,0,0,0,0,2563,"rush sale and good buy! 2br unit for sale at proscenium lincoln tower, rockwell","rockwell, makati",35000000,condominium,makati
1,2,103,2,0,0,0,0,0,0,2564,"edades towers, rockwell makati - 2 bedroom furnished condo unit for sale","rockwell, makati",33000000,condominium,makati
1,3,181,4,0,0,0,0,0,0,2565,luxurious 3 bedroom unit for sale in makati,"legazpi village, makati",61000000,condominium,makati
1,1,31,1,0,0,0,0,0,0,2566,"repriced. fully furnished studio unit for sale at lerato tower 1, makati","bel-air, makati",5400000,condominium,makati
1,1,24,1,0,0,0,0,0,0,2567,rent to own condo unit in makati -the oriental place,"pio del pilar, makati",4380000,condominium,makati
1,2,100,2,0,0,0,0,0,0,2568,"for sale 2 bedroom unit at joya south, rockwell, makati city","rockwell, makati",26500000,condominium,makati
1,3,84,2,0,0,0,0,0,0,2569,"for sale : 3 bedroom unit at brio tower by dmci homes, makati","guadalupe viejo, makati",10700000,condominium,makati
1,1,76,2,0,0,0,0,0,0,2570,"the residences at greenbelt, makati - 1 bedroom condominium unit","san lorenzo, makati",21000000,condominium,makati
1,2,85,2,0,0,0,0,0,0,2571,gramercy 2 bedroom loft for sale overlooking makati,"poblacion, makati",18000000,condominium,makati
1,2,80,2,0,0,0,0,0,0,2572,"one rockwell, east tower 2 bedroom flat unit for sale in makati","rockwell, makati",22000000,condominium,makati
1,3,84,2,0,0,0,0,0,0,2573,"for sale 3-bedroom condominium unit only at brio towers, guadalupe viejo, makati","guadalupe viejo, makati",11800000,condominium,makati
