,listing,location,price,bedroom_num,bathroom_num,floor_area,land_size,longitude,latitude
137,1 Bedroom Condo Unit in Makati - San Lorenzo Place for sale,"San Lorenzo, Makati","4,052,000",1,1,25,,121.019175,14.550759
138,For Sale Rent to Own RFO 2 Bedroom Condominium Unit in San Lorenzo Place Makati,"San Lorenzo, Makati","6,684,048",2,1,38,,121.0135893,14.5515877
139,For Sale! Garden Towers I 2 Bedroom Unit Located in Makati City,"San Lorenzo, Makati",,2,2,129,,121.019175,14.550759
140,Studio Condominium Unit for sale in The Lerato at Makati City,"Bel-Air, Makati","6,700,000",1,1,30,,121.026342,14.563933
141,Solstice Circuit Makati | Brand New 2 Bedroom Condo Unit for Sale,"Carmona, Makati",,2,2,80,,121.0184162,14.5738205
142,Studio With Balcony Unit For Sale In Makati - Air Residences,"San Antonio, Makati","6,250,000",1,1,22,,121.009139,14.563865
143,Rent to Own Condo for sale in Makati with at least 5% DP only to move-in,"San Antonio, Makati","7,972,680",1,1,27,,121.009139,14.563865
144,"For sale 2 Bedroom in Point Tower, PARK TERRACES, Ayala Center Makati","San Lorenzo, Makati","34,000,000",2,2,118,,121.019175,14.550759
145,RFO | 2-Bedroom Bi-Level Unit 98sqm | Avida Towers Asten Makati,"San Antonio, Makati",,2,2,98,,121.009139,14.563865
146,For Sale Rent to Own RFO 2 Bedroom Condominium Unit in San Lorenzo Place Makati,"San Lorenzo, Makati","7,731,024",2,2,44,,121.0135893,14.5515877
147,For Sale Rent to Own RFO 2 Bedroom Condominium Unit in San Lorenzo Place Makati,"San Lorenzo, Makati","7,731,024",2,2,44,,121.0135893,14.5515877
148,4BR Condominium Garden Towers I Sky Villa Unit for Sale Located in Makati City,"San Lorenzo, Makati",,4,4,386,,121.019175,14.550759
149,For Sale Garden Towers I Special 1 Bedroom Unit Located in Makati City,"San Lorenzo, Makati",,1,1,71,,121.019175,14.550759
150,For sale Studio unit along Chino Roces Avida Makati Soutpoint,"Bangkal, Makati","6,895,000",1,1,22,,121.011528,14.543799
151,For Sale 3 Bedroom in Proscenium Sakura Tower by Rockwell Makati,"Rockwell, Makati","70,000,000",3,3,202,,121.0371989,14.5662972
152,Prime Top 1 Bedroom Condominium unit For Sale in Makati City,"San Antonio, Makati",,1,1,46,,121.009139,14.563865
153,For Sale 2 bedroom unit in Magallanes Makati along Edsa,"San Lorenzo, Makati","6,684,048",2,1,38,,121.0135893,14.5515877
154,Pre-selling Studio ready condo for sale by Alveo near Poblacion Makati,"Poblacion, Makati","10,778,000",1,1,31,,121.032076,14.56568
155,Garden Towers I 2 Bedroom Unit for Sale Located in Makati City,"San Lorenzo, Makati",,2,2,129,,121.019175,14.550759
156,3 bedroom Proscenium Rockwell Land Makati near Joya Edades Sale,"Rockwell, Makati","80,192,000",3,3,241,,121.036339,14.562949
157,Resale 1BR Condo Unit For Sale in Brio Tower Makati near Rockwell Save 1.75M,"Guadalupe Viejo, Makati","5,000,000",1,1,24,,121.040676,14.564421
158,48sqm 2 bedroom unit near in MOA and Pasay Taft in Magallanes Makati,"San Lorenzo, Makati","8,000,000",2,2,48,,121.019175,14.550759
159,For Sale Studio in Amorsolo Rockwell Makati,"Rockwell, Makati","17,500,000",1,1,61,,121.036339,14.562949
160,Condominium Kroma Makati Brand New Unit - 2BR For Sale,"San Lorenzo, Makati","22,000,000",2,2,93,,121.019175,14.550759
161,"Eureka Suites 1-Bedroom Condominium Unit for Sale Located in Tejeros, Makati","Tejeros, Makati","4,000,000",1,1,39,,121.014157,14.571537
162,High Rise Studio Unit for sale at One Central Makati,"Bel-Air, Makati","8,000,000",1,1,32,,121.015284,14.5611155
