,listing,location,price,bedroom_num,bathroom_num,floor_area,longitude,latitude,city
950,for rent unit with 2 bed/2 bath. fully equipped in makati,"santa cruz, makati",65000.0,2.0,2.0,85.0,121.0157707,14.5648433,makati
951,male bedspace mrt guadalupe makati,"guadalupe nuevo, makati",3600.0,1.0,1.0,20.0,121.04522,14.56333,makati
952,for rent: 2-bedroom unit with maid's room & parking at yulo plaza in makati city,"san lorenzo, makati",50000.0,2.0,2.0,70.0,121.019175,14.550759,makati
953,"for rent: 36.32 sqm 1 bedroom unit in guijo center san antonio village, makati","san antonio, makati",25424.0,1.0,1.0,36.0,121.009139,14.563865,makati
954,makati bangkal apartment w/ 1bdrm 40sqm,"bangkal, makati",16000.0,1.0,1.0,40.0,121.011528,14.543799,makati
955,female bedspace for rent in makati,"valenzuela, makati",4000.0,2.0,2.0,125.0,121.02357,14.57167,makati
956,"for rent: fully-furnished studio unit for 2 persons in pio del pilar, makati","pio del pilar, makati",24000.0,1.0,1.0,20.0,121.01276,14.55385,makati
957,semi furnished 1 bedroom for rent at trump tower makati city,"poblacion, makati",95000.0,1.0,1.0,95.0,121.0285574,14.5651917,makati
958,"fully furnished 1 bedroom at the 35th floor, the rise, makati","san antonio, makati",30000.0,1.0,1.0,30.0,121.0140432,14.5622454,makati
959,prime location two bedroom condo along ayala avenue for lease!,"ayala avenue, makati",85000.0,2.0,2.0,146.0,121.02693416388,14.555669393648,makati
960,studio unit for rent in the beacon tower makati,"san lorenzo, makati",26000.0,1.0,1.0,23.0,121.01187,14.551748,makati
961,studio with balcony in st. david square makati for rent,"valenzuela, makati",18500.0,1.0,1.0,30.0,121.024192,14.571361,makati
962,for rent studio type fully furnished condo (the columns legazpi),"legazpi village, makati",35000.0,1.0,1.0,30.0,121.017742,14.554848,makati
963,for rent studio at the linear makati by filinvest,"san antonio, makati",20000.0,1.0,1.0,22.0,121.009139,14.563865,makati
964,"special one bedroom unit for rent in the residences at greenbelt, makati","san lorenzo, makati",95000.0,1.0,1.0,80.0,121.0203178,14.5511286,makati
965,1-bedroom fully furnished condominium for rent at san lorenzo place makati,"san lorenzo, makati",21600.0,1.0,1.0,27.0,121.0135893,14.5515877,makati
966,gramercy residences makati 2 bedroom penthouse condominium for rent,"poblacion, makati",90000.0,2.0,2.0,104.0,121.0283829,14.5657429,makati
967,"for rent affordable & furnished 2br unit w/ balcony in salcedo village, makati","legazpi village, makati",55000.0,2.0,2.0,90.0,121.0203497,14.5607866,makati
968,"3 bedroom condominium in pio del pilar, makati city for rent","pio del pilar, makati",45000.0,3.0,3.0,107.0,121.0125999,14.5495211,makati
969,"for rent fully furnished studio unit at paseo de roces, makati","chino roces, makati",28000.0,1.0,1.0,25.0,121.0113325,14.5563435,makati
970,"two bedrooms for rent at rockwell - joya lofts & towers, south tower, makati","rockwell, makati",98000.0,2.0,2.0,94.0,121.0376942,14.56510718,makati
971,fully furnished 2 bedroom for rent at the rise in makati city,"salcedo village, makati",70000.0,2.0,2.0,74.0,121.0206028,14.5596699,makati
972,"1bedroom for rent located in knightsbridge residences, makati city","poblacion, makati",20000.0,1.0,1.0,27.0,121.0278726,14.5671852,makati
973,2 bedroom condo for rent at le grand condominium in makati city,"legazpi village, makati",50000.0,2.0,2.0,135.0,121.0211014,14.55858891,makati
974,for rent fully furnished one bedroom condominium unit at the rise makati,"san antonio, makati",42000.0,1.0,1.0,28.0,121.009139,14.563865,makati
975,2 bedroom the residences for rent at the residence greenbelt fully furnished,"san antonio, makati",125000.0,2.0,1.0,125.0,121.009139,14.563865,makati
976,"nice studio condominium unit for lease at gramercy residences, makati","poblacion, makati",30000.0,1.0,1.0,29.0,121.032076,14.56568,makati
977,studio condo unit in makati city for rent brand new avida towers asten tower3,"san antonio, makati",25000.0,1.0,1.0,23.0,121.0069503,14.5595332,makati
978,"fully furnished 2 bedroom condo unit for rent at escala, makati city","salcedo village, makati",135000.0,2.0,2.0,105.0,121.0211555,14.5593401,makati
979,"1-bedroom unit with balcony for lease/rent in jazz residences, makati","bel-air, makati",25000.0,1.0,1.0,26.0,121.0220743,14.5635465,makati
980,"studio condominium unit for rent at the beacon, legazpi village, makati","san lorenzo, makati",20000.0,1.0,1.0,21.0,121.019175,14.550759,makati
981,1 bedroom condo unit for lease at the rise makati by shangri-la,"san antonio, makati",30000.0,1.0,1.0,28.0,121.0140432,14.5622454,makati
982,2 bedroom condo near ayala ave for rent in smdc air residences makati city,"ayala avenue, makati",45000.0,2.0,1.0,36.0,121.0218,14.55659,makati
983,"1 bedroom condominium for rent in avida towers asten, makati","san antonio, makati",38000.0,1.0,1.0,38.0,121.009139,14.563865,makati
984,2br corner unit - san lorenzo place condominium for rent,"san lorenzo, makati",45000.0,2.0,2.0,38.0,121.0135893,14.5515877,makati
985,"2 bedroom unit for lease in the beacon, legazpi village, makati","legazpi village, makati",45000.0,2.0,1.0,48.0,121.0118836,14.5517403,makati
986,two-bedroom condo at mosaic tower makati city for rent,"legazpi village, makati",88000.0,2.0,2.0,101.0,121.017742,14.554848,makati
987,2br condo for rent in one lafayette square salcedo village makati rh998,"salcedo village, makati",70000.0,2.0,3.0,98.0,121.0206028,14.5596699,makati
988,for rent fully furnished 3 bedroom condominium located in taguig near bgc,"pembo, makati",30000.0,3.0,2.0,62.0,121.057819,14.54414,makati
989,for rent: fully furnished condominium unit at paseo parkview suites in makati,"salcedo village, makati",55000.0,1.0,1.0,75.0,121.022406,14.558453,makati
990,2br condo for rent in the manansala rockwell makati city rh2748,"rockwell, makati",95000.0,2.0,2.0,102.0,121.036339,14.562949,makati
991,"2-bedroom condominium unit for rent in the heart of salcedo village, makati","salcedo village, makati",55000.0,2.0,3.0,98.0,121.02402479833,14.559215731219,makati
992,"1 bedroom corner unit for rent in legazpi village, makati city","legazpi village, makati",37000.0,1.0,1.0,62.0,121.009139,14.563865,makati
993,studio loft for rent in san antonio makati near buendia and chino roces,"san antonio, makati",10000.0,1.0,1.0,18.0,121.009139,14.563865,makati
994,"for rent 2 bedroom condominium with balcony at greenbelt hamilton, makati","legazpi village, makati",45000.0,2.0,1.0,55.0,121.017742,14.554848,makati
995,for rent new budget studio near makati & bgc,"guadalupe nuevo, makati",9600.0,1.0,1.0,14.0,121.04641,14.560995,makati
996,2 bedroom fully furnished makati cbd in rada regency for rent,"legazpi village, makati",42000.0,2.0,2.0,72.0,121.0189196,14.5567244,makati
997,"2br condo for rent in amorsolo east, rockwell center, makati - rr3046581","rockwell, makati",145000.0,2.0,2.0,156.0,121.036339,14.562949,makati
998,"for rent 2 bedroom unit furnished at joya rockwell, makati city","rockwell, makati",95000.0,2.0,2.0,96.0,121.036339,14.562949,makati
999,brand new 2-bedroom condo unit with parking for lease at brio tower in guadalupe viej...,"guadalupe viejo, makati",45000.0,2.0,1.0,57.0,121.040676,14.564421,makati
1000,"furnished 1 bedroom at tower 1 laureano di trevi towers for rent, makati city","pio del pilar, makati",22000.0,1.0,1.0,31.0,121.0139,14.54899,makati
1001,for lease: interior designed 1 bedroom unit next to sky garden in makati,"poblacion, makati",133000.0,1.0,1.0,71.0,121.0275016,14.5570169,makati
1002,greenbelt chancellor makati studio condominium unit for rent,"legazpi village, makati",35000.0,1.0,1.0,36.0,121.0182445,14.5552671,makati
1003,"2 bedroom condo unit w balcony for rent in le triomphe in bel-air, makati city","bel-air, makati",50000.0,2.0,3.0,138.0,121.019242,14.561461,makati
1004,2 bedroom for rent at west of ayala makati,"sen. gil puyat avenue, makati",55000.0,2.0,2.0,103.0,121.012548,14.55996911,makati
1005,for rent 1 bedroom condo walking distance to makati med and ayala avenue,"pio del pilar, makati",35000.0,1.0,1.0,57.0,121.012006,14.5531,makati
1006,"classica tower makati, for rent by owner 1 bedroom condominium","bel-air, makati",35000.0,1.0,1.0,49.0,121.0241841,14.5613242,makati
1007,furnished 1 bedroom loft at eton residences greenbelt in legazpi village makati,"san lorenzo, makati",40000.0,1.0,1.0,47.0,121.0203208,14.55387556,makati
1008,"1 bedroom condo unit for rent in oriental garden, chino roces, makati city","chino roces, makati",18000.0,1.0,1.0,31.0,121.012341,14.5586485,makati
1009,avida towers asten tower 2 i studio condo unit for rent at makati city,"san antonio, makati",15000.0,1.0,1.0,24.0,121.0069503,14.5595332,makati
1010,"fully furnished 2br condo for rent in milano residences, century city, makati","poblacion, makati",95000.0,2.0,2.0,112.0,121.0274,14.56691,makati
1011,"fully-furnished studio condominium for rent in senta, makati city","legazpi village, makati",35000.0,1.0,1.0,36.0,121.0189482,14.55407,makati
1012,spacious 1 bedroom with parking @ the shang grand tower for lease in makati,"san lorenzo, makati",80000.0,1.0,1.0,80.0,121.019175,14.550759,makati
1013,1 bedroom condominium for rent located at  one lafayette square,"salcedo village, makati",35000.0,1.0,1.0,66.0,121.022027,14.559226,makati
1014,beatuful 2 bedroom condo @ brio tower for lease,"guadalupe viejo, makati",45000.0,2.0,2.0,37.0,121.0405152,14.5625861,makati
1015,studio loft in guadalupe viejo near rockwell makati and ateneo law school,"guadalupe viejo, makati",10000.0,1.0,1.0,18.0,121.040676,14.564421,makati
1016,"for rent: 2 spacious bedroom condominium at tropical palms in legazpi, makati","legazpi village, makati",70000.0,2.0,2.0,142.0,121.017742,14.554848,makati
1017,studio furnished with balcony for rent in knightsbridge residences makati city,"poblacion, makati",25000.0,1.0,1.0,28.0,121.0278726,14.5671852,makati
1018,furnished studio condo for rent at greenbelt hamilton makati,"legazpi village, makati",45000.0,1.0,1.0,41.0,121.016148,14.556173,makati
1019,semi-furnished 2 bedroom unit for rent near makati medical and ayala avenue,"sen. gil puyat avenue, makati",45000.0,2.0,2.0,82.0,121.0183,14.56166,makati
1020,for lease: 2 bedrooms penthouse in salcedo village makati city (fully furnished),"salcedo village, makati",95000.0,2.0,2.0,159.0,121.0206028,14.5596699,makati
1021,"1 bedroom condo unit for rent in proscenium residences at rockwell, makati city","rockwell, makati",70000.0,1.0,1.0,60.0,121.036339,14.562949,makati
1022,big 2 bedroom unit with balcony for rent near makati medical and ayala avenue,"legazpi village, makati",45000.0,2.0,2.0,103.0,121.017742,14.554848,makati
1023,2 bedroom   unit  with parking for lease @ the beacon tower,"salcedo village, makati",50000.0,2.0,1.0,49.0,121.0206028,14.5596699,makati
1024,"2 bedroom condo unit for rent in the columns ayala avenue, makati city","bel-air, makati",45000.0,2.0,2.0,68.0,121.0164559,14.56195302,makati
1025,"2 bedrooms for rent at grand midori, makati","legazpi village, makati",45000.0,2.0,1.0,60.0,121.016328,14.55727,makati
1026,furnished studio condo for rent in avida makati beside techzone slex,"san antonio, makati",15000.0,1.0,1.0,22.0,121.009139,14.563865,makati
1027,for rent 3 bedroom unit with balcony near makati medical and ayala avenue,"pio del pilar, makati",65000.0,3.0,3.0,118.0,121.012006,14.5531,makati
1028,"2 bedroom condominium for rent edades tower, rockwell, makati","rockwell, makati",110000.0,2.0,2.0,99.0,121.036339,14.562949,makati
1029,1 bedroom unit for rent at manansala tower rockwell makati city,"rockwell, makati",55000.0,1.0,1.0,60.0,121.036339,14.562949,makati
1030,proscenium at rockwell spacious 1 bedroom for rent,"rockwell, makati",65000.0,1.0,1.0,64.0,121.036339,14.562949,makati
1031,furnished penthouse with balcony near makati med and ayala avenue for rent,"sen. gil puyat avenue, makati",70000.0,2.0,3.0,128.0,121.0183,14.56166,makati
1032,"2 bedroom unit with parking at the columns, makati city for lease","sen. gil puyat avenue, makati",75000.0,2.0,1.0,77.0,121.0183,14.56166,makati
1033,fully furnished 2 bedroom condominium for rent in makati with amazing views,"san antonio, makati",90000.0,2.0,2.0,73.0,121.009139,14.563865,makati
1034,"2 bedroom condominium unit for lease in asia tower, makati city","legazpi village, makati",55000.0,2.0,1.0,77.0,121.017742,14.554848,makati
1035,2 bedroom for rent in four seasons salcedo,"salcedo village, makati",137000.0,2.0,2.0,160.0,121.023725,14.5603776,makati
1036,"brand new 2-bedroom condo unit at brio tower in guadalupe viejo, makati for lease","guadalupe viejo, makati",35000.0,2.0,1.0,56.0,121.040676,14.564421,makati
1037,"furnished 2 bedroom with parking for rent in the residences at greenbelt, makati","san lorenzo, makati",120000.0,2.0,3.0,102.0,121.0203178,14.5511286,makati
1038,"studio condo with parking for rent in the proscenium at rockwell, makati","rockwell, makati",40000.0,1.0,1.0,32.0,121.0371989,14.5662972,makati
1039,"fully furnished 2-bedroom condo unit for rent in the columns at legaspi village, maka...","legazpi village, makati",75000.0,2.0,2.0,77.0,121.017742,14.554848,makati
1040,"2 bedroom unit with parking for lease at the beacon tower, makati","chino roces, makati",50000.0,2.0,1.0,49.0,121.0118836,14.5517403,makati
1041,proscenium at rockwell 2 bedroom condominium for rent at makati,"rockwell, makati",135000.0,2.0,2.0,128.0,121.036339,14.562949,makati
1042,"studio unit for rent at one rockwell, east tower, makati city","rockwell, makati",33000.0,1.0,1.0,27.0,121.036339,14.562949,makati
1043,1 bedroom with balcony for rent in air residences at makati city,"san antonio, makati",30000.0,1.0,1.0,26.0,121.009139,14.563865,makati
1044,2 br condo unit for rent at antel serenity makati ave,"poblacion, makati",45000.0,2.0,1.0,45.0,121.032076,14.56568,makati
1045,jazz residences - 2 bedroom unit with balcony for rent in makati,"bel-air, makati",45000.0,2.0,2.0,53.0,121.0220743,14.5635465,makati
1046,fully furnished 1 bedroom unit at the rise makati for rent,"san antonio, makati",30000.0,1.0,1.0,28.0,121.0140432,14.5622454,makati
1047,for rent: 1 bedroom suite with stunning view of manila bay at milano residences,"poblacion, makati",35000.0,1.0,1.0,30.0,121.032076,14.56568,makati
1048,"for rent 1 bedroom fully furnished in avida towers asten, makati city","san antonio, makati",30000.0,1.0,1.0,38.0,121.009139,14.563865,makati
1049,brio tower near rockwell 2 bedroom unit for rent,"guadalupe viejo, makati",35000.0,2.0,1.0,57.0,121.040676,14.564421,makati
1050,spacious 3-bedroom condo unit for rent at kingswood makati city,"la paz, makati",35000.0,3.0,3.0,77.0,121.012213,14.566788,makati
1051,"fully furnished studio unit for rent at avida towers asten 2 san antonio, makati","san antonio, makati",17000.0,1.0,1.0,24.0,121.0069503,14.5595332,makati
1052,"2 bedroom unit for rent at brio tower, guadalupe viejo, makati city","guadalupe viejo, makati",35000.0,2.0,1.0,58.0,121.040676,14.564421,makati
1053,for rent: 1 bedroom suite at milano residences makati facing manila bay,"poblacion, makati",38000.0,1.0,1.0,36.0,121.0274,14.56691,makati
1054,"for rent 1 bedroom unit fully furnished at the rise, makati","san antonio, makati",26000.0,1.0,1.0,25.0,121.0140432,14.5622454,makati
1055,"32 sqm 1 bedroom unit for rent at san lorenzo place in san lorenzo, makati","san lorenzo, makati",30000.0,1.0,1.0,32.0,121.0135893,14.5515877,makati
1056,for lease 2 bedroom in amorsolo square rockwell makati,"rockwell, makati",140000.0,2.0,3.0,161.0,121.036339,14.562949,makati
1057,"for lease 1 bedroom in kl mosaic tower legazpi village, makati city","san lorenzo, makati",35000.0,1.0,1.0,41.0,121.0182292,14.55273144,makati
1058,furnished 2 bedroom unit for rent at milano residences century city makati,"poblacion, makati",95000.0,2.0,3.0,109.0,121.0275016,14.5570169,makati
1059,"78 sqm 1 bedroom in the residences at greenbelt,makati city","paseo de roxas, makati",95000.0,1.0,1.0,78.0,121.025,14.55792,makati
1060,for lease 1 bedroom in manansala rockwell makati,"rockwell, makati",55000.0,1.0,1.0,71.0,121.0384946,14.5643958,makati
1061,2 bedroom unit with balcony in three central makati,"salcedo village, makati",65000.0,2.0,2.0,70.0,121.0206028,14.5596699,makati
1062,for lease 1 bedroom in escala salcedo makati,"salcedo village, makati",70000.0,1.0,1.0,50.0,121.0211555,14.5593401,makati
1063,for rent 1 bedroom furnished condo ( the columns legazpi) makati city,"san lorenzo, makati",40000.0,1.0,1.0,40.0,121.019175,14.550759,makati
1064,for lease studio in greenbelt excelsior makati,"legazpi village, makati",45000.0,1.0,1.0,46.0,121.0192601,14.5556683,makati
1065,for lease 2 bedroom bi-level in one rockwell east makati,"rockwell, makati",130000.0,2.0,2.0,132.0,121.0362038,14.5634274,makati
1066,"for lease studio in proscenium lincoln tower by rockwell in rockwell, makati","rockwell, makati",39000.0,1.0,1.0,32.0,121.0371989,14.5662972,makati
1067,"1 bedroom corner unit with balcony for rent in avida towers asten, makati","san antonio, makati",50000.0,1.0,1.0,48.0,121.009139,14.563865,makati
1068,"condo for lease 2br w/ balcony at solstice tower 1 in carmona, makati","carmona, makati",90000.0,2.0,2.0,80.0,121.0184162,14.5738205,makati
1069,for lease 3 bedroom in one rockwell east makati,"rockwell, makati",120000.0,3.0,3.0,127.0,121.0362038,14.5634274,makati
1070,"studio fully furnished for rent in greenbelt madison, makati","legazpi village, makati",30000.0,1.0,1.0,36.0,121.017742,14.554848,makati
1071,for lease 1 bedroom in one rockwell east makati,"rockwell, makati",70000.0,1.0,1.0,71.0,121.0362038,14.5634274,makati
1072,biggest 2-bedroom unit in sm jazz residences,"bel-air, makati",55000.0,2.0,1.0,64.0,121.0220743,14.5635465,makati
1073,for lease 2 bedroom in joya south rockwell makati,"rockwell, makati",90000.0,2.0,2.0,100.0,121.0376942,14.56510718,makati
1074,"for lease 2 bedroom condo unit in one legazpi place, makati city","legazpi village, makati",90000.0,2.0,2.0,97.0,121.017742,14.554848,makati
1075,8th floor the rise makati west wing - 1 bedroom unit for rent in makati,"san antonio, makati",30000.0,1.0,1.0,30.0,121.0140432,14.5622454,makati
1076,for rent studio unfurnished st michael square san antonio village makati city,"san antonio, makati",12000.0,1.0,1.0,26.0,121.0045723,14.56491435,makati
1077,newly refurbished 1 bedroom unit for rent at eton tower makati city,"legazpi village, makati",40000.0,1.0,1.0,48.0,121.0182589,14.5575851,makati
1078,"for rent 1br unit with balcony at the rise by shangri-la in san antonio, makati","san antonio, makati",28000.0,1.0,1.0,27.0,121.0140432,14.5622454,makati
1079,for lease 2 bedroom in hidalgo rockwell makati,"rockwell, makati",110000.0,2.0,2.0,124.0,121.0350354,14.5638121,makati
1080,30 sqm with 1 bedroom condominium unit for lease at the rise in makati city,"san antonio, makati",25000.0,1.0,1.0,30.0,121.0140432,14.5622454,makati
1081,for lease: 30 sqm with 1 bedroom condominium unit at the rise in makati city,"san antonio, makati",25000.0,1.0,1.0,30.0,121.0140432,14.5622454,makati
1082,1 bedroom condominium unit for rent in the rise makati,"san antonio, makati",30000.0,1.0,1.0,28.0,121.0140432,14.5622454,makati
1083,for lease studio in joya north rockwell makati,"rockwell, makati",35000.0,1.0,1.0,33.0,121.0376942,14.56510718,makati
1084,"studio for rent in holy angels place san antonio village, makati city","san antonio, makati",13000.0,1.0,1.0,28.0,121.009139,14.563865,makati
1085,"le domaine salcedo village makati, 60 sqm, 1 bedroom furnished unit with balcony","salcedo village, makati",35000.0,1.0,1.0,60.0,121.0201379903,14.560647737868,makati
1086,condo unit for rent in avida towers asten,"san antonio, makati",25000.0,1.0,1.0,23.0,121.009139,14.563865,makati
1087,"for lease 1 bedroom in proscenium lincoln tower by rockwell in rockwell, makati","rockwell, makati",70000.0,1.0,1.0,54.0,121.0371989,14.5662972,makati
1088,for lease 2 bedroom in one rockwell east makati,"rockwell, makati",85000.0,2.0,2.0,70.0,121.0362038,14.5634274,makati
1089,"for lease 2 bedroom in one central salcedo village, makati city","bel-air, makati",80000.0,2.0,2.0,105.0,121.015284,14.5611155,makati
1090,for lease studio in ferros belair makati city,"poblacion, makati",25000.0,1.0,1.0,37.0,121.0302986,14.5625456,makati
1091,for lease 1 bedroom loft in one rockwell west makati,"rockwell, makati",70000.0,1.0,1.0,71.0,121.0362038,14.5634274,makati
1092,"for rent fully furnished studio unit at paseo de roces in chino roces, makati","pio del pilar, makati",28000.0,1.0,1.0,25.0,121.012006,14.5531,makati
1093,for lease industrial inspired studio unit at paseo de roces in makati,"legazpi village, makati",30000.0,1.0,1.0,28.0,121.0113325,14.5563435,makati
1094,"2 bedroom unit in grand midori tower 1 for lease in legazpi village, makati","legazpi village, makati",58000.0,2.0,1.0,62.0,121.017742,14.554848,makati
1095,for lease 2 bedroom in proscenium lorraine tower by rockwell makati,"rockwell, makati",100000.0,2.0,2.0,99.0,121.0371989,14.5662972,makati
1096,1 bedroom park terraces rent furnished makati cbd,"san lorenzo, makati",85000.0,1.0,1.0,73.0,121.0215775,14.5506662,makati
1097,1 bedroom unit in the rise makati for rent,"san antonio, makati",28000.0,1.0,1.0,29.0,121.0140432,14.5622454,makati
1098,for lease 1 bedroom in gramercy residences makati,"poblacion, makati",75000.0,1.0,1.0,54.0,121.0283829,14.5657429,makati
1099,1 bedroom condominium for rent at the lerato located in makati city,"bel-air, makati",45000.0,1.0,1.0,48.0,121.0151995,14.5625431,makati
1100,for rent: fully-furnished 28 sqm with 1 bedroom condominium at the rise makati,"san antonio, makati",30000.0,1.0,1.0,28.0,121.0140432,14.5622454,makati
1101,"trump tower unit 1-bedroom for lease - asap! in poblacion, makati","poblacion, makati",65000.0,1.0,1.0,65.0,121.0285574,14.5651917,makati
1102,for lease 3 bedroom in edades tower and garden villas rockwell makati,"rockwell, makati",135000.0,3.0,3.0,133.0,121.0360102,14.5662454,makati
1103,for lease 1 bedroom in joya north rockwell makati,"rockwell, makati",55000.0,1.0,1.0,66.0,121.0376942,14.56510718,makati
1104,"1 bedroom unit with balcony for lease in solstice, circuit makati city.","carmona, makati",50000.0,1.0,1.0,58.0,121.0275016,14.5570169,makati
1105,"for lease 1 bedroom in one rockwell west in rockwell, makati","rockwell, makati",70000.0,1.0,1.0,71.0,121.0362038,14.5634274,makati
1106,for lease 2 bedroom in proscenium lincoln tower by rockwell makati,"rockwell, makati",120000.0,2.0,2.0,119.0,121.0371989,14.5662972,makati
1107,"three central makati condominium for rent @ 31,000 per month","salcedo village, makati",31000.0,1.0,1.0,41.0,121.0206028,14.5596699,makati
1108,for lease studio in manansala rockwell makati,"rockwell, makati",40000.0,1.0,1.0,36.0,121.0384946,14.5643958,makati
1109,for lease 1 bedroom in the rise makati,"san antonio, makati",30000.0,1.0,1.0,29.0,121.0140432,14.5622454,makati
1110,"for lease 1 bedroom in kl tower lepaspi village, makati city","legazpi village, makati",45000.0,1.0,1.0,48.0,121.0170436,14.5535637,makati
1111,for lease 1 bedroom in the rise west makati,"san antonio, makati",32000.0,1.0,1.0,29.0,121.0140432,14.5622454,makati
1112,semi furnished studio condominium unit for rent at makati city,"san lorenzo, makati",18000.0,1.0,1.0,22.0,121.019175,14.550759,makati
1113,1 bedroom unit in two central makati for lease,"bel-air, makati",68000.0,1.0,1.0,62.0,121.0182,14.55982,makati
1114,spacious for rent furnished studio at two central makati,"poblacion, makati",24999.0,1.0,1.0,41.0,121.032076,14.56568,makati
1115,brand new 1-bedroom unit at the rise makati by shangri-la,"san antonio, makati",28000.0,1.0,1.0,28.0,121.0140432,14.5622454,makati
1116,for lease 2 bedroom in one rockwell west makati,"rockwell, makati",100000.0,2.0,2.0,97.0,121.0362038,14.5634274,makati
1117,for lease studio in makati palace makati,"poblacion, makati",23000.0,1.0,1.0,31.0,121.029491,14.563101,makati
1118,for lease 2 bedroom loft in one rockwell east makati,"rockwell, makati",125000.0,2.0,2.0,137.0,121.0362038,14.5634274,makati
1119,28 sqm fully-furnished 1 bedroom condominium unit for lease at the rise makati,"san antonio, makati",27000.0,1.0,1.0,28.0,121.0140432,14.5622454,makati
1120,for lease 2 bedroom in hidalgo place rockwell makati,"rockwell, makati",140000.0,2.0,2.0,140.0,121.0350354,14.5638121,makati
1121,for lease 2 bedroom in one rockwell west makati city,"rockwell, makati",98000.0,2.0,2.0,95.0,121.0362038,14.5634274,makati
1122,"2-bedroom condominium unit for rent at park terraces, makati city","san lorenzo, makati",130000.0,2.0,2.0,130.0,121.0215775,14.5506662,makati
1123,for lease 2 bedroom in brio tower edsa guadalupe makati,"guadalupe viejo, makati",60000.0,2.0,2.0,58.0,121.040676,14.564421,makati
1124,for lease 2 bedroom in brio tower by rockwell makati,"guadalupe viejo, makati",60000.0,2.0,2.0,58.0,121.040676,14.564421,makati
1125,for lease 2 bedroom in valero plaza makati,"bel-air, makati",65000.0,2.0,2.0,65.0,121.0205321,14.55891987,makati
1126,for lease 1 bedroom in one rockwell west makati,"rockwell, makati",65000.0,1.0,1.0,59.0,121.0362038,14.5634274,makati
1127,for lease 2 bedroom in manansala rockwell makati,"rockwell, makati",110000.0,2.0,2.0,116.0,121.0384946,14.5643958,makati
1128,interior designed 1-bedroom unit at elizabeth place,"bel-air, makati",85000.0,1.0,1.0,97.0,121.0209356,14.5617838,makati
1129,1 bedroom unit in one central makati for lease,"bel-air, makati",55000.0,1.0,1.0,49.0,121.026342,14.563933,makati
1130,1 bedroom condominium for rent located in makati,"bel-air, makati",45000.0,1.0,1.0,52.0,121.0164559,14.56195302,makati
1131,"furnished studio at st david square for rent in valenzuela, makati","valenzuela, makati",16000.0,1.0,1.0,24.0,121.024192,14.571361,makati
1132,one bedroom unit in greenbelt hamilton 2 makati for rent,"legazpi village, makati",40000.0,1.0,1.0,42.0,121.017742,14.554848,makati
1133,fully furnished one bedroom unit at jazz residences,"bel-air, makati",28000.0,1.0,1.0,29.0,121.0220743,14.5635465,makati
1134,"for lease | one rockwell, west tower - one bedroom unit - php 55,000, makati","rockwell, makati",55000.0,1.0,1.0,58.0,121.036339,14.562949,makati
1135,"one bedroom fully furnished - one central condominium, megaworld makati rent","sen. gil puyat avenue, makati",42000.0,1.0,2.0,49.0,121.0183,14.56166,makati
1136,for lease 2 bedroom in shang grand legazpi village makati,"san lorenzo, makati",140000.0,2.0,2.0,132.0,121.0216,14.5547,makati
1137,for rent studio type condominuim (the columns legazpi),"legazpi village, makati",35000.0,1.0,1.0,30.0,121.017742,14.554848,makati
1138,for lease 1 bedroom unit in one rockwell west makati city,"rockwell, makati",65000.0,1.0,1.0,59.0,121.0362038,14.5634274,makati
1139,studio type for rent in park terraces pointe tower makati,"san lorenzo, makati",65000.0,1.0,1.0,44.0,121.0215775,14.5506662,makati
1140,for lease 2 bedroom loft in one rockwell west makati,"rockwell, makati",120000.0,2.0,2.0,106.0,121.0362038,14.5634274,makati
1141,park terraces 1br fully furnished for rent,"san lorenzo, makati",120000.0,1.0,1.0,83.0,121.02506,14.55303,makati
1142,for rent: beautifully designed 2br unit at joya lofts and towers rockwell makati,"rockwell, makati",120000.0,2.0,3.0,120.0,121.0376942,14.56510718,makati
1143,"fully furnished 1 bedroom unit for rent in the columns, makati city","san lorenzo, makati",30000.0,1.0,1.0,30.0,121.019175,14.550759,makati
1144,"for rent fully furnished studio unit at paseo de roces in chino roces, makati","chino roces, makati",28000.0,1.0,1.0,25.0,121.0113325,14.5563435,makati
1145,"for rent one central fully furnished loft unit in salcedo village, makati","salcedo village, makati",55000.0,1.0,1.0,48.0,121.015284,14.5611155,makati
1146,"for rent unfurnished one bedroom unit at paseo de roces, makati","chino roces, makati",32000.0,1.0,1.0,37.0,121.0137,14.55211,makati
1147,for lease: semi furnished 3 bedroom unit in escala salcedo makati city,"salcedo village, makati",135000.0,3.0,2.0,128.0,121.0211555,14.5593401,makati
1148,"fully furnished studio unit for rent at paseo de roces, makati","chino roces, makati",28000.0,1.0,1.0,25.0,121.0113325,14.5563435,makati
1149,"for rent - 1 bedroom unit at knightsbridge residences, makati","poblacion, makati",35000.0,1.0,1.0,40.0,121.0278726,14.5671852,makati
1150,for rent 1bedroom air residences smdc makati,"san antonio, makati",35000.0,1.0,1.0,26.0,121.009139,14.563865,makati
1151,fully furnished antel spa makati 1br for rent,"poblacion, makati",24999.0,1.0,1.0,30.0,121.032076,14.56568,makati
1152,"studio condominium unit for rent at alpha salcedo, makati city","bel-air, makati",19500.0,1.0,1.0,30.0,121.0227,14.56144,makati
1153,for lease!  3 bedroom penthouse unit at brio tower in makati city!,"guadalupe viejo, makati",60000.0,3.0,2.0,84.0,121.040676,14.564421,makati
